"","V1"
"2615",764117.717125216
"2616",678636.198032393
"2617",561650.235051087
"2618",1173656.68102657
"2619",495034.41264385
"2620",362315.65241921
"2621",536967.960180099
"2622",565591.778475692
"2623",818210.295736049
"2624",628529.810914514
"2625",227267.915311687
"2626",903464.930604291
"2627",269167.79664616
"2628",757224.47158024
"2629",443492.264071353
"2630",266327.206356508
"2631",307075.089044073
"2632",1124917.05670869
"2633",347917.640585308
"2634",387984.304855353
"2635",1636167.75561874
"2636",247243.762237413
"2637",777125.385544531
"2638",373463.074101796
"2639",1050665.28297882
"2640",420092.648670346
"2641",1561067.96123688
"2642",272951.697736425
"2643",1146837.02750587
"2644",1049958.25081978
"2645",585453.05139744
"2646",566764.353375403
"2647",318588.74860307
"2648",218681.19440646
"2649",925020.682214357
"2650",1851221.58987582
"2651",544572.366084389
"2652",858991.400215465
"2653",83431.5212102755
"2654",1368036.29803514
"2655",1137295.06424443
"2656",428843.4009583
"2657",468129.378178314
"2658",388254.650600904
"2659",748652.865541583
"2660",293490.681922997
"2661",375726.744321589
"2662",482667.333080553
"2663",566220.362760953
"2664",557398.454369767
"2665",493823.160684399
"2666",492915.525113492
"2667",248974.847523795
"2668",714214.386837032
"2669",169096.213485654
"2670",286380.933677667
"2671",479385.760684411
"2672",532813.945966982
"2673",812835.82253139
"2674",216356.380620075
"2675",667099.022709692
"2676",327438.749014064
"2677",761399.678189986
"2678",636099.629987609
"2679",632360.010424716
"2680",17988.754967293
"2681",184181.799473933
"2682",204473.537513454
"2683",237602.432845241
"2684",501141.478427751
"2685",1507085.52830023
"2686",718061.489261866
"2687",668674.150203114
"2688",966901.397938872
"2689",444482.424250952
"2690",462341.336453851
"2691",535570.323138293
"2692",474361.046708764
"2693",445267.919228236
"2694",563953.012873127
"2695",352177.204759221
"2696",363980.649634808
"2697",1457902.80915137
"2698",524769.472182741
"2699",452411.750944678
"2700",348152.696029716
"2701",648098.076477035
"2702",533223.165442298
"2703",640225.946195367
"2704",541167.103098956
"2705",425686.803072248
"2706",488501.550811352
"2707",303537.648866197
"2708",659959.209225612
"2709",423911.239755214
"2710",493622.852782637
"2711",311180.030577292
"2712",621419.803024087
"2713",403436.910312789
"2714",785827.659073326
"2715",982057.166217426
"2716",735368.71253118
"2717",2187973.40774458
"2718",645695.484424915
"2719",108229.34286629
"2720",296637.212221305
"2721",202925.912553302
"2722",341375.828872468
"2723",1986268.75242191
"2724",435645.398083502
"2725",529207.282897304
"2726",409793.284516934
"2727",240975.904780896
"2728",691842.79962267
"2729",169493.338250957
"2730",318301.360142562
"2731",408068.518269626
"2732",468609.845018254
"2733",592201.874598366
"2734",82324.4702432258
"2735",457076.997098395
"2736",557358.68019105
"2737",127181.466669927
"2738",216742.350178717
"2739",407143.562921648
"2740",281020.01355779
"2741",284398.37021409
"2742",521718.490895578
"2743",470679.630403248
"2744",150136.794375386
"2745",242093.933901913
"2746",486897.577724156
"2747",535999.610183357
"2748",185805.161220231
"2749",202022.638406285
"2750",368002.27508266
"2751",143371.523468064
"2752",267510.678705781
"2753",586573.077855845
"2754",515337.917526667
"2755",528623.659711306
"2756",272399.945075366
"2757",699075.416631362
"2758",765137.803596198
"2759",2115750.60857861
"2760",454579.245884884
"2761",236886.446088367
"2762",866177.954180134
"2763",424750.911491533
"2764",208915.905325399
"2765",246966.518474287
"2766",146326.844752112
"2767",958368.935869634
"2768",824009.356459936
"2769",435734.251042636
"2770",23207.9863812743
"2771",282198.550798149
"2772",284116.45154471
"2773",749135.359495755
"2774",406365.992849664
"2775",145758.223668048
"2776",484477.670392399
"2777",674484.93484239
"2778",99522.8651159606
"2779",302593.477183348
"2780",835151.618230598
"2781",980437.205272029
"2782",481306.893600732
"2783",438234.947918629
"2784",290772.063574028
"2785",403028.801849429
"2786",319685.617916257
"2787",698983.408134336
"2788",1130331.45502387
"2789",866981.585994409
"2790",480492.185971872
"2791",401817.504599396
"2792",303881.002631667
"2793",571930.120642981
"2794",509628.455219421
"2795",419079.974425807
"2796",664747.173141137
"2797",544075.942607152
"2798",304626.272660546
"2799",127879.350965087
"2800",677985.55965389
"2801",140332.712739176
"2802",310041.763180775
"2803",651802.672581477
"2804",451267.05241084
"2805",357658.096103617
"2806",331196.611643216
"2807",263538.851184863
"2808",138801.224856009
"2809",715213.678342778
"2810",279579.228282403
"2811",384942.691277959
"2812",160249.188446639
"2813",383200.789123014
"2814",250020.101304943
"2815",283365.020188266
"2816",604035.492128691
"2817",686181.097778149
"2818",366698.691399745
"2819",628521.529730685
"2820",346077.192734933
"2821",1474866.3111422
"2822",688621.738213766
"2823",265957.826558789
"2824",605574.956693037
"2825",461007.816535462
"2826",571631.615973721
"2827",196023.65435098
"2828",430582.185809352
"2829",1063142.35993441
"2830",147669.326848579
"2831",164756.259629541
"2832",373946.898263721
"2833",647354.632591412
"2834",470507.947736128
"2835",182156.576347819
"2836",616281.598457358
"2837",525596.749744952
"2838",298052.738279257
"2839",599041.385927913
"2840",302576.130844072
"2841",719660.131571902
"2842",619695.721280488
"2843",289219.74928849
"2844",372978.879469123
"2845",645196.507241444
"2846",515902.900858371
"2847",429704.019283668
"2848",136092.477034771
"2849",369612.887950994
"2850",577479.004894437
"2851",572508.995651672
"2852",539672.858647394
"2853",821179.911055901
"2854",215888.881931255
"2855",366279.099217226
"2856",1106544.50178176
"2857",366003.878209339
"2858",1230685.21282138
"2859",370462.164838667
"2860",966354.339860208
"2861",137846.071959008
"2862",548447.216380353
"2863",548079.030288961
"2864",198335.345372732
"2865",309482.968216745
"2866",304605.150354385
"2867",311350.816402459
"2868",691269.753391105
"2869",510755.351167866
"2870",618329.11218652
"2871",593360.283664251
"2872",430140.913839208
"2873",651845.343457402
"2874",644697.933706875
"2875",852249.834023556
"2876",290894.543922563
"2877",564602.506233351
"2878",118135.598290394
"2879",791227.220301705
"2880",2220263.29940586
"2881",685833.633683764
"2882",432342.048762515
"2883",846955.372453525
"2884",408105.171905826
"2885",862750.26854306
"2886",558036.933721132
"2887",2148562.23116486
"2888",465144.91184393
"2889",941425.039305067
"2890",171552.585820869
"2891",576180.889543063
"2892",184749.330248036
"2893",536872.070553946
"2894",794219.426859488
"2895",306843.449227455
"2896",474807.232986701
"2897",254687.272399006
"2898",840461.576068961
"2899",999855.64963402
"2900",465619.202823042
"2901",327634.007889028
"2902",593114.765429706
"2903",894666.775680258
"2904",641263.313270255
"2905",943200.028146282
"2906",165010.421217596
"2907",315551.700300182
"2908",484720.217731068
"2909",358141.848296566
"2910",308835.637899221
"2911",1640085.61805742
"2912",183750.28772137
"2913",946918.188122538
"2914",242638.279486805
"2915",812555.06615211
"2916",311509.181214453
"2917",681035.739591565
"2918",251740.320806677
"2919",1165931.69858037
"2920",350372.027093651
"2921",493389.658581463
"2922",238891.650202029
"2923",263891.41050125
"2924",468872.994805626
"2925",267097.789719837
"2926",700879.036050578
"2927",814551.219197428
"2928",996416.838763622
"2929",473589.615790976
"2930",287733.100818748
"2931",456025.609110418
"2932",472027.022532091
"2933",323399.843840333
"2934",450388.483426054
"2935",218995.333710807
"2936",137023.789770025
"2937",203708.999240282
"2938",687062.168051013
"2939",786636.444116808
"2940",397979.35104407
"2941",1520495.84199688
"2942",1014915.34407688
"2943",205231.382723576
"2944",1166639.22029579
"2945",157433.626793419
"2946",477048.733003812
"2947",294207.548509757
"2948",195533.704557863
"2949",386521.132400183
"2950",437071.417849225
"2951",754234.803101665
"2952",925947.543959063
"2953",370052.763678023
"2954",419885.439980508
"2955",783017.073879054
"2956",365290.407993571
"2957",213008.748304744
"2958",911193.09576622
"2959",194334.358477452
"2960",638865.134301115
"2961",732227.465542791
"2962",400698.92581008
"2963",468697.656295872
"2964",1406863.19165802
"2965",644360.636893984
"2966",348848.825460881
"2967",663165.514564634
"2968",565763.41086133
"2969",595103.443964182
"2970",1208975.44505787
"2971",163123.664880863
"2972",585179.000881861
"2973",484697.07918064
"2974",999638.497990677
"2975",379357.285065132
"2976",1129361.22224037
"2977",209836.777441904
"2978",1463191.25339474
"2979",429876.001850508
"2980",437105.599937875
"2981",1258929.14005649
"2982",468261.509461181
"2983",282386.426358744
"2984",498016.607869967
"2985",522191.568998694
"2986",683406.043893566
"2987",462263.522449713
"2988",491234.340570071
"2989",1039920.31387505
"2990",280546.011145894
"2991",342228.850285591
"2992",1168511.43993483
"2993",404099.367536244
"2994",892756.042155096
"2995",267037.790144961
"2996",125489.604000712
"2997",614979.988653267
"2998",144913.958688833
"2999",309349.445038599
"3000",560883.074593783
"3001",559604.299737536
"3002",867926.796087345
"3003",840976.629833065
"3004",761836.581652478
"3005",963865.852890376
"3006",523244.538263063
"3007",658174.89975488
"3008",363067.202166399
"3009",314385.587925116
"3010",412312.753706095
"3011",595565.3090972
"3012",479385.235262065
"3013",579792.048680745
"3014",1452159.94166231
"3015",614294.481144833
"3016",261083.476556404
"3017",393667.014942425
"3018",324465.070632435
"3019",356721.232612827
"3020",343280.888098936
"3021",541667.906350194
"3022",476894.171260059
"3023",703952.267291781
"3024",349810.255856292
"3025",253268.62454433
"3026",640683.794790391
"3027",478156.230813034
"3028",674372.547091634
"3029",420866.742264935
"3030",362320.013625308
"3031",319880.016043398
"3032",265641.575560392
"3033",593935.172199894
"3034",470976.983944976
"3035",627764.044582645
"3036",1285959.48458153
"3037",288350.044412654
"3038",252607.799582806
"3039",117310.467963516
"3040",702762.16161359
"3041",257724.598586183
"3042",312291.359030993
"3043",444766.57909305
"3044",710827.124068049
"3045",316931.780488706
"3046",206859.878081217
"3047",368211.339545448
"3048",427991.180833781
"3049",344784.828020592
"3050",507671.426373043
"3051",664632.485821949
"3052",295803.548611823
"3053",164208.91706316
"3054",628566.45925446
"3055",424317.696051221
"3056",785576.493757929
"3057",620768.299363243
"3058",777404.735399353
"3059",234939.864724549
"3060",505153.175755806
"3061",460039.276192505
"3062",1329280.35096386
"3063",333843.954249726
"3064",1057414.22986189
"3065",2561524.57719822
"3066",217650.779750747
"3067",-55197.2312038856
"3068",862876.571384019
"3069",533907.314310486
"3070",519804.433593593
"3071",321110.575358761
"3072",287009.023061759
"3073",260007.225184253
"3074",423271.818194825
"3075",828207.327475033
"3076",437804.330633504
"3077",589710.733113288
"3078",941998.374807094
"3079",363087.065989113
"3080",624403.894695032
"3081",449297.125210766
"3082",414697.523568667
"3083",347358.114657155
"3084",383441.388478644
"3085",436586.747703702
"3086",462127.441731066
"3087",323415.775300525
"3088",367401.65325213
"3089",127931.962650502
"3090",274182.228676036
"3091",445382.534848577
"3092",409703.826045404
"3093",666075.262338708
"3094",433476.594285806
"3095",1553938.89944739
"3096",479111.583673183
"3097",539443.587032316
"3098",468975.813742833
"3099",461439.495708329
"3100",485358.96872745
"3101",301046.051008883
"3102",384919.670017014
"3103",165855.911747943
"3104",84268.0492112052
"3105",310584.917042398
"3106",321420.237497599
"3107",649269.027387083
"3108",380269.201391185
"3109",169035.741131192
"3110",276868.002029174
"3111",214110.267546222
"3112",357420.742597565
"3113",739439.734556687
"3114",451253.338451804
"3115",331367.478388416
"3116",568167.201384352
"3117",368709.265563409
"3118",127975.188152322
"3119",481743.667815425
"3120",866944.935154584
"3121",705836.847857393
"3122",706083.685414263
"3123",404418.13563797
"3124",466507.555250551
"3125",505106.813490395
"3126",446353.874345674
"3127",604180.507822218
"3128",186891.050573951
"3129",1413586.56527561
"3130",639253.863453885
"3131",168199.01146652
"3132",518050.479843587
"3133",1237522.65394597
"3134",496158.644383228
"3135",847577.299461627
"3136",415386.920449244
"3137",508305.849976107
"3138",482932.162334743
"3139",448745.737673102
"3140",464436.411790567
"3141",427804.380133697
"3142",329148.748824442
"3143",517008.779673589
"3144",183735.334473119
"3145",278518.658575204
"3146",470548.50847642
"3147",497312.777046387
"3148",625253.355475186
"3149",412799.76594806
"3150",1037372.16510242
"3151",405362.033966657
"3152",555860.405310576
"3153",546294.422056713
"3154",401335.008026895
"3155",259287.549948016
"3156",395472.106811605
"3157",437902.910037081
"3158",1354784.55701052
"3159",524393.905478444
"3160",503789.612647435
"3161",360530.563115997
"3162",204402.898812816
"3163",460044.905534612
"3164",681667.10801826
"3165",575131.519918392
"3166",238834.6318991
"3167",503341.386579229
"3168",433111.962994889
"3169",687426.671561057
"3170",639874.064736139
"3171",548719.910126169
"3172",690364.481431581
"3173",419528.032578868
"3174",567066.019744065
"3175",431182.62276715
"3176",560804.53485716
"3177",985226.433298824
"3178",339598.158114334
"3179",310858.236969775
"3180",603319.480228322
"3181",444725.633711485
"3182",250119.693865147
"3183",221968.656268959
"3184",772231.868904524
"3185",607254.089932661
"3186",761307.295265852
"3187",195704.853889204
"3188",307443.324168758
"3189",1132307.35486598
"3190",573320.985627132
"3191",277273.992391923
"3192",219162.741051982
"3193",177165.562113339
"3194",710879.426756639
"3195",271349.067396462
"3196",177564.199803599
"3197",570294.834168643
"3198",1034243.40748008
"3199",634019.23663438
"3200",208057.351328395
"3201",950092.736841275
"3202",546397.364762242
"3203",256084.317420871
"3204",606602.692122602
"3205",890248.948417108
"3206",315150.958941353
"3207",338549.432168511
"3208",200849.465753958
"3209",1553883.22292315
"3210",794843.504855469
"3211",628057.57312097
"3212",933499.920982233
"3213",269601.882133584
"3214",394758.810043083
"3215",481765.589771801
"3216",699591.583834693
"3217",364515.867398073
"3218",1269699.09491914
"3219",782083.091508467
"3220",404049.360348989
"3221",600385.963010367
"3222",715823.999525802
"3223",114419.090506994
"3224",530380.150982869
"3225",135207.018379491
"3226",727837.85029714
"3227",846700.214433283
"3228",566787.235594135
"3229",561770.195488193
"3230",476277.826432009
"3231",775872.984345122
"3232",479572.116490789
"3233",261396.25821987
"3234",215891.448525188
"3235",172529.349442355
"3236",433713.719811712
"3237",826950.373139967
"3238",277752.608012204
"3239",1453777.16803621
"3240",286713.119588927
"3241",838863.059069976
"3242",573490.593319179
"3243",191487.909862012
"3244",933114.92858368
"3245",331059.894040064
"3246",484866.142728524
"3247",128538.86280176
"3248",465476.136733201
"3249",1116284.53437069
"3250",212372.951026179
"3251",1295659.6202324
"3252",921295.586627148
"3253",491755.446687523
"3254",707404.596148207
"3255",132124.005248504
"3256",236062.607029196
"3257",875483.342407721
"3258",527971.133615579
"3259",1046072.37498105
"3260",756762.453601983
"3261",240880.636871512
"3262",251220.740885985
"3263",794166.615979477
"3264",1022098.48791891
"3265",409135.343410949
"3266",568636.227800926
"3267",387989.233026915
"3268",298609.511886018
"3269",348643.730801135
"3270",416235.215737057
"3271",1171964.44839136
"3272",369442.511725197
"3273",1022005.51349496
"3274",616587.631517819
"3275",223163.055665759
"3276",667008.727550987
"3277",336637.930638002
"3278",636864.469370455
"3279",522755.627026624
"3280",122257.501038169
"3281",56387.4130670482
"3282",366382.598536715
"3283",290539.176974114
"3284",1169242.52727072
"3285",367607.164268225
"3286",163104.368478464
"3287",771618.612379541
"3288",167238.682521336
"3289",725954.081965508
"3290",552520.77796319
"3291",1018449.03304026
"3292",714662.722830314
"3293",457476.039153835
"3294",298819.775831905
"3295",412688.969743864
"3296",310795.26398993
"3297",475323.280650371
"3298",435631.143876496
"3299",295263.37693235
"3300",172051.490268434
"3301",588018.15204386
"3302",454251.873802143
"3303",476039.505681743
"3304",379700.78130781
"3305",340758.020632242
"3306",183764.862806818
"3307",926421.019010565
"3308",765058.657301005
"3309",195886.579067082
"3310",365036.96606786
"3311",1402512.38145825
"3312",269286.674996968
"3313",674472.532912493
"3314",477484.093903475
"3315",605775.423703652
"3316",962760.930225706
"3317",274748.733250679
"3318",126400.846204387
"3319",368709.608262908
"3320",702267.311968924
"3321",792520.02911774
"3322",1362822.8637888
"3323",199960.706555895
"3324",349686.716500043
"3325",734965.260634017
"3326",541650.516632381
"3327",1137624.14010992
"3328",96425.9172479391
"3329",628876.000830613
"3330",443912.815328578
"3331",250737.84283052
"3332",353236.274573375
"3333",604531.511996478
"3334",248719.022168136
"3335",442948.658045762
"3336",776368.654393038
"3337",352856.775104259
"3338",2076416.21344932
"3339",490980.044887487
"3340",379089.254990134
"3341",492754.189556715
"3342",257242.194282037
"3343",419304.849944104
"3344",423223.050621583
"3345",192006.500125961
"3346",730048.784178043
"3347",488540.437104596
"3348",651715.534753993
"3349",193156.877923693
"3350",180096.793387788
"3351",232688.26475311
"3352",311566.690847411
"3353",373852.825458864
"3354",487304.399580584
"3355",295121.548627847
"3356",1112840.70597554
"3357",501819.689156183
"3358",397732.222397032
"3359",438541.639640202
"3360",650177.103169342
"3361",349696.200321048
"3362",417641.239855888
"3363",1252923.30632928
"3364",383848.312871844
"3365",201990.517082142
"3366",608445.026250735
"3367",233065.655707062
"3368",676323.336407523
"3369",458272.898414914
"3370",645744.731183025
"3371",256053.984117572
"3372",1381763.04703501
"3373",433578.176549256
"3374",937215.23524943
"3375",351115.118079303
"3376",1476697.8788571
"3377",607264.108098169
"3378",875737.781856782
"3379",211118.887455362
"3380",288330.856950477
"3381",1667959.06665473
"3382",231236.834984353
"3383",604195.110168778
"3384",580225.515232226
"3385",1232751.11879072
"3386",360549.36009753
"3387",484282.309164462
"3388",196324.228612028
"3389",488861.752063813
"3390",809327.402659971
"3391",596696.704461817
"3392",395128.334226994
"3393",272309.095698439
"3394",393940.098850525
"3395",183225.00489908
"3396",596571.156161684
"3397",454933.366362323
"3398",619159.327948152
"3399",171186.539828042
"3400",467323.166073826
"3401",379255.164209115
"3402",566980.098238063
"3403",1101836.10692861
"3404",635596.555669563
"3405",384771.833062044
"3406",828875.954755379
"3407",192304.72463942
"3408",579938.661850241
"3409",400323.885917163
"3410",507471.792998558
"3411",909332.606671145
"3412",358357.945949436
"3413",880076.707470426
"3414",189604.036100978
"3415",745847.908370356
"3416",1028705.80874706
"3417",253070.53747717
"3418",445193.672996723
"3419",119208.754782449
"3420",251134.293532809
"3421",1748157.67974896
"3422",325661.554454928
"3423",395199.451116154
"3424",383709.125107321
"3425",702233.106257999
"3426",214032.843495915
"3427",234553.095014544
"3428",151405.067356438
"3429",430850.433590319
"3430",600937.343355771
"3431",651325.853171604
"3432",696127.352056777
"3433",645249.699455043
"3434",690175.905498697
"3435",533065.027338035
"3436",174884.270571234
"3437",300097.418276407
"3438",186431.209156763
"3439",409667.945356494
"3440",415101.23624511
"3441",965920.522970606
"3442",186045.111232114
"3443",451057.788119677
"3444",263098.915357805
"3445",662300.440682316
"3446",463505.707572428
"3447",727298.869646366
"3448",370626.534156365
"3449",503260.806184308
"3450",217517.773427897
"3451",1069405.77348009
"3452",1076954.16615285
"3453",285731.186887338
"3454",878681.31845397
"3455",429398.047051665
"3456",389944.991509449
"3457",165540.562138481
"3458",174932.207475892
"3459",962496.255683162
"3460",462036.900259966
"3461",680506.246061967
"3462",651753.242597904
"3463",240276.345534051
"3464",643173.792069896
"3465",359274.580471744
"3466",651172.891268746
"3467",382070.325841705
"3468",426188.652172882
"3469",410014.637545317
"3470",473912.428680052
"3471",436983.104134068
"3472",378265.10845329
"3473",966296.817993217
"3474",1121636.6185512
"3475",313633.537294559
"3476",524297.823730611
"3477",296018.101362137
"3478",997794.652078689
"3479",661170.602625836
"3480",737670.094466225
"3481",482474.342672098
"3482",599645.609214947
"3483",449353.976373452
"3484",639568.157204217
"3485",260471.938017997
"3486",498790.799219755
"3487",453050.934697752
"3488",127301.721335093
"3489",510688.233584252
"3490",497434.519809215
"3491",729797.762689699
"3492",416682.063694037
"3493",884041.962588116
"3494",399134.900782071
"3495",499578.245726393
"3496",439684.512549036
"3497",444397.508389916
"3498",155095.719380459
"3499",755887.930770973
"3500",550921.939073072
"3501",359958.119678976
"3502",455380.115748673
"3503",678971.719974908
"3504",578008.862436035
"3505",507142.262476607
"3506",153457.824464568
"3507",718360.091216388
"3508",450282.983820669
"3509",358429.037384362
"3510",418980.134605054
"3511",736394.253736397
"3512",329929.917954315
"3513",421623.53969872
"3514",524881.972563748
"3515",1166465.42799834
"3516",904166.602928741
"3517",1177171.97246886
"3518",347085.925508322
"3519",270229.998882355
"3520",1039089.24776556
"3521",504714.159510623
"3522",526027.237713166
"3523",217086.752971375
"3524",409070.85588718
"3525",1326860.35925503
"3526",960307.199311733
"3527",303940.949702714
"3528",1131918.85848091
"3529",254566.935470205
"3530",450585.781007828
"3531",1018176.71073315
"3532",790514.533031824
"3533",175015.529481577
"3534",510857.582996563
"3535",470675.774148023
"3536",318324.653893401
"3537",504037.686256892
"3538",506605.552836393
"3539",416172.385515538
"3540",169118.521070597
"3541",509245.183939761
"3542",1163319.33435351
"3543",314661.618879527
"3544",440459.298800925
"3545",287676.876618354
"3546",322391.284675605
"3547",349988.535240004
"3548",395380.969182764
"3549",278734.291713037
"3550",504303.028762077
"3551",474842.841967373
"3552",439928.755323438
"3553",897529.034605985
"3554",181541.725977694
"3555",709972.73534587
"3556",209562.677740491
"3557",747010.405863165
"3558",336905.594607538
"3559",607167.35030141
"3560",190389.852304502
"3561",397039.447199999
"3562",546924.497061395
"3563",535008.582518551
"3564",407801.527140287
"3565",339096.847053571
"3566",607642.752978749
"3567",427047.470582537
"3568",449340.839850239
"3569",650617.490184434
"3570",222338.949128559
"3571",526922.280213071
"3572",530959.942098623
"3573",374728.097785447
"3574",693980.079393536
"3575",573420.970576753
"3576",296971.422016652
"3577",419647.812345634
"3578",665279.085727972
"3579",181303.196705344
"3580",916300.063037248
"3581",442507.064147042
"3582",263531.975883878
"3583",1144615.39271767
"3584",228326.645464112
"3585",265898.626257765
"3586",440530.637801192
"3587",292986.472646985
"3588",378183.729144956
"3589",258654.614435677
"3590",245491.789059898
"3591",484479.83963067
"3592",516861.470947729
"3593",850072.026960135
"3594",97987.5969508245
"3595",476902.54411095
"3596",339231.757991784
"3597",654186.942152039
"3598",574117.579792608
"3599",385051.326281833
"3600",437807.253906373
"3601",274418.549293498
"3602",612313.612826907
"3603",599698.996747296
"3604",204051.270253874
"3605",403269.140209503
"3606",292852.125200594
"3607",500867.170523597
"3608",166751.525969003
"3609",1877310.31323102
"3610",325479.896160618
"3611",290873.71624867
"3612",397864.89698784
"3613",58511.3936337457
"3614",218976.897657034
"3615",1910586.85811781
"3616",337321.685302545
"3617",865578.733812578
"3618",633844.861880266
"3619",326368.090978617
"3620",386105.276663511
"3621",2153617.48528786
"3622",617226.627192981
"3623",299600.603268539
"3624",125285.995259689
"3625",348065.194720399
"3626",236274.744225682
"3627",513979.95056173
"3628",581161.556841834
"3629",592605.358027573
"3630",727131.152810393
"3631",723681.449813194
"3632",106007.888995251
"3633",404743.717223584
"3634",467927.490240114
"3635",696925.193168942
"3636",744666.816964062
"3637",205686.771080065
"3638",987289.548970802
"3639",420382.792281972
"3640",431952.131590808
"3641",964941.602774331
"3642",537251.294545798
"3643",371913.845671136
"3644",329378.435685016
"3645",444696.377397736
"3646",535747.309563976
"3647",226696.235022788
"3648",477429.67133262
"3649",402428.602140666
"3650",1324514.19455478
"3651",407649.246806072
"3652",259628.056224138
"3653",488126.616721706
"3654",496391.467841437
"3655",474951.728865153
"3656",500583.857983427
"3657",612616.473681914
"3658",586526.534765939
"3659",1346699.4631353
"3660",560923.938894609
"3661",114543.222876732
"3662",437694.410272475
"3663",476049.28702432
"3664",385431.284264524
"3665",363780.694441134
"3666",904215.487981397
"3667",482854.253341171
"3668",530420.09970486
"3669",550299.391616162
"3670",714553.645291186
"3671",431063.554597071
"3672",288832.083684332
"3673",259006.062458168
"3674",694212.840479162
"3675",360943.248646905
"3676",579690.966142342
"3677",467746.012135965
"3678",157677.030294334
"3679",760287.504960813
"3680",1713327.75358393
"3681",276891.613143711
"3682",873718.252249543
"3683",700132.221496981
"3684",387260.972797908
"3685",464440.987639486
"3686",342060.640111303
"3687",286111.778208623
"3688",552814.399888425
"3689",557952.685892329
"3690",443653.464318111
"3691",589205.610792389
"3692",692766.255446924
"3693",592106.97483649
"3694",224937.26323382
"3695",1395562.15377956
"3696",616694.796356106
"3697",330569.060434182
"3698",431268.913370209
"3699",893506.080918982
"3700",665966.26344283
"3701",1118718.44542463
"3702",923948.754414582
"3703",652701.565733913
"3704",1003198.4814832
"3705",314510.851045053
"3706",531853.378768028
"3707",236836.630136588
"3708",282763.880397891
"3709",286110.710838389
"3710",380480.897054572
"3711",421404.129347049
"3712",169485.077877772
"3713",620089.957251525
"3714",178268.734109772
"3715",563912.683146631
"3716",494259.774651928
"3717",496785.046726949
"3718",433885.759247081
"3719",471051.712534186
"3720",471808.095460014
"3721",219926.940974883
"3722",66752.7995353596
"3723",292995.558828022
"3724",886188.265597824
"3725",283350.590047234
"3726",559501.293379573
"3727",1050197.42411297
"3728",451922.607956774
"3729",279574.802387858
"3730",942975.740532196
"3731",574995.545923592
"3732",922972.277120568
"3733",446340.930342003
"3734",845870.801620667
"3735",609287.39934733
"3736",522215.960451035
"3737",246115.838522324
"3738",349374.576618669
"3739",330770.316402746
"3740",175302.309428117
"3741",914152.405809252
"3742",410408.64056934
"3743",477241.027449832
"3744",430581.238598366
"3745",238928.44990992
"3746",310386.718564431
"3747",386187.135431577
"3748",633945.586646246
"3749",685806.302960315
"3750",372781.687587512
"3751",960587.180482264
"3752",223092.368464758
"3753",561190.158971483
"3754",463417.732698467
"3755",505803.326312891
"3756",43191.8600870689
"3757",823723.727300879
"3758",547374.768811848
"3759",822868.386421487
"3760",1132940.15726003
"3761",494722.462746486
"3762",512657.985319584
"3763",647036.443341735
"3764",407525.599464728
"3765",298932.225915339
"3766",621650.076356117
"3767",922143.997040503
"3768",356410.865225266
"3769",822318.427227919
"3770",453475.837804027
"3771",174098.224479646
"3772",478703.0957605
"3773",341256.573910497
"3774",535236.474398202
"3775",386089.896507319
"3776",344015.139309258
"3777",439433.642143791
"3778",326674.97604011
"3779",401612.203963437
"3780",234787.764496582
"3781",1010566.6776446
"3782",433266.48474857
"3783",316332.124931169
"3784",345661.68855626
"3785",2025390.51096334
"3786",285531.284137548
"3787",2245707.01686404
"3788",807663.741223702
"3789",1235346.31262285
"3790",377127.79850467
"3791",327152.349365552
"3792",1426591.33842087
"3793",766938.109932554
"3794",1231266.18749856
"3795",852332.557141998
"3796",189767.295071463
"3797",308660.930874853
"3798",270944.442444486
"3799",545487.939439528
"3800",384760.952577193
"3801",239435.270564909
"3802",304796.412942977
"3803",744082.135127714
"3804",1428588.78572971
"3805",832053.031484306
"3806",227467.504696184
"3807",378957.722811765
"3808",444534.908641695
"3809",661193.350819142
"3810",779515.705102281
"3811",418048.743323339
"3812",568472.887014629
"3813",1255453.20981567
"3814",857926.620957014
"3815",274370.08791525
"3816",315018.599315465
"3817",554478.490545259
"3818",247528.467124274
"3819",419095.63494502
"3820",880214.396364802
"3821",646954.119688333
"3822",654126.875388035
"3823",480301.610815038
"3824",465364.007251576
"3825",159314.04020571
"3826",221167.067810641
"3827",679409.262373939
"3828",443619.981824297
"3829",795165.028739673
"3830",1503581.84350702
"3831",237686.168995482
"3832",367385.631411184
"3833",1037359.49313077
"3834",591964.947693657
"3835",518376.058905373
"3836",674456.891578792
"3837",200049.952914108
"3838",1200652.81154366
"3839",1009174.89435444
"3840",813836.02081326
"3841",393241.27954667
"3842",412633.197322654
"3843",433829.105836912
"3844",207445.518633393
"3845",721437.081349887
"3846",157452.867011478
"3847",275330.053307206
"3848",777756.580533363
"3849",211736.536767837
"3850",1326994.0481906
"3851",497624.533487438
"3852",291528.893463806
"3853",421612.748741723
"3854",571921.287411564
"3855",705921.00799955
"3856",1337577.6544491
"3857",441704.094913132
"3858",968714.606598307
"3859",486056.765929703
"3860",391827.240122737
"3861",1375129.2836936
"3862",366998.062920104
"3863",512177.081451338
"3864",399185.505396365
"3865",444944.92734516
"3866",356170.534743933
"3867",285437.748016708
"3868",565322.064773562
"3869",787978.988488674
"3870",890402.627995458
"3871",494758.231762245
"3872",739858.908134922
"3873",974947.176196766
"3874",769777.389838756
"3875",831785.739588716
